!	!	!	PUNCT
"	"	''	PUNCT
''n	''n	DET	DET.Ind.Acc.Sg.Neut	1.0	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
''n	''n	DET	DET.Ind.Nom.Sg.Fem	1.0	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
''n	''n	DET	DET.Ind.Nom.Sg.Masc	1.0	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
''n	''n	DET	DET.Ind.Nom.Sg.Neut	1.0	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
''t	''t	PRON.2.Acc.Sg.clit	PRON.2.Acc.Sg.clit
müglich	müg'lix	mœglix	ADJ.Pos.Fem.Nom.ocr	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
müglich	müg'lix	mœglix	ADJ.Pos.Masc.Nom.ocr	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
müglich	müg'lix	mœglix	ADJ.Pos.Neut.Acc.wk.ocr	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
müglich	müg'lix	mœglix	ADJ.Pos.Neut.Nom.wk.ocr	0.91044776119403	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
müglich	müg'lix	mœglix	ADJ.Pos.Pl.Acc.wk.ocr	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
müglich	müg'lix	mœglix	ADJ.Pos.Pl.Nom.wk.ocr	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
müglich	müg'lix	mœglix	ADV.ocr	0.696517412935323	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
mulen	mU'len	mUlen	VERB.Inf
Mußt	must	müten	AUX.2.Sg.Ind.Prs
Mußt	must	müten	AUX.3.Sg.Ind.Prt
müßt	müst	müten	AUX.2.Sg.Ind.Prs
müßt	müst	müten	AUX.3.Sg.Ind.Prs
müßt	müst	müten	AUX.PPast.wk
Mußt'	must'	müden	AUX.1.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
mußt'	must'	müden	AUX.1.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
müßt'	müst'	müden	AUX.1.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
müßten	müs'ten	müten	AUX._.Pl.Sbj.Prt.hd
mütst	mütst	müten	AUX.2.Sg.Ind.Prs?
mütst	mütst	müten	AUX.2.Sg.Sbj?.Prt?
Mutt	mut	müden	AUX.1.Sg.Ind.Prs	1	release/hill-1868-schnurren.full.conllu	full_forms/hill-1868-schnurren.from_dict.tsv
mutt	mut	müden	AUX.1.Sg.Ind.Prs	1	release/hill-1868-schnurren.full.conllu	full_forms/hill-1868-schnurren.from_dict.tsv
mütt	müt	müten	AUX.1.Sg.Ind.Prs
mütt	müt	müten	AUX.3.Sg.Ind.Prs
mütten	mü'ten	müten	AUX._.Pl.Ind.Prs
muulst	mUlst	mUlen	VERB.2.Sg.Ind.Prs
n'	n'	DET	DET.Ind.Acc.Sg.Fem	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Na	na	na	INTJ
Nä	nÄ	nÄ	INTJ
Nä	nÄ	nÄ	PART.Neg
nächstens	nexs'tens	nexst/ADJ.Pos-ens	ADV
Nacht	naxt	naxt	NOUN.Fem.Acc.Sg
Näf	nÄs	nÄs	NOUN.Fem.Acc.Sg.ocr
Näg'n	nÄ'gen	nÄgen	NUM
Nägen	nÄ'gen	nÄgen	NUM
nähgt	nÄgt	nÄgen	VERB.3.Sg.Ind.Prs
nam	nam	nÄmen	VERB.1.Sg.Ind.Prt.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nam	nam	nÄmen	VERB.3.Sg.Ind.Prt.wk.st	0.979838709677419	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nämlich	nÄm'lix	nÄmlix	ADJ.Pos.Fem.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nämlich	nÄm'lix	nÄmlix	ADJ.Pos.Fem.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nämlich	nÄm'lix	nÄmlix	ADJ.Pos.Masc.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nämlich	nÄm'lix	nÄmlix	ADJ.Pos.Neut.Acc.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nämlich	nÄm'lix	nÄmlix	ADJ.Pos.Neut.Nom.wk	0.91044776119403	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nämlich	nÄm'lix	nÄmlix	ADJ.Pos.Pl.Acc.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nämlich	nÄm'lix	nÄmlix	ADJ.Pos.Pl.Nom.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nämlich	nÄm'lix	nÄmlix	ADV	0.696517412935323	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Namm	nam	nÄmen	VERB.1.Sg.Ind.Prt.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Namm	nam	nÄmen	VERB.3.Sg.Ind.Prt.wk.st	0.979838709677419	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
namm	nam	nÄmen	VERB.1.Sg.Ind.Prt.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
namm	nam	nÄmen	VERB.3.Sg.Ind.Prt.wk.st	0.979838709677419	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
natt	nat	nat	ADV
natt	nat	nat	ADJ.Pos.Pred
Ne	ne	En	DET.Ind.Fem.Nom.Sg
Ne	ne	En	DET.Ind.Fem.Acc.Sg
nebenher	nÄ'ben'hEr	nÄben/ADP+hEr	ADV
nedder	ne'der	neder	PART
nedder	ne'der	neder	ADV
neger	nE'ger	nEg	ADV.Cpv
nehger	nE'ger	nEg	ADV.Cpv
Nehm	nÄm	nÄmen	VERB.1.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nehm	nÄm	nÄmen	VERB.1.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nehm'n	nE'men	nEmen	VERB._.Pl.Ind.Prs
nehmen	nE'men	nÄmen	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nehmen	nE'men	nÄmen	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nennen	ne'nen	nenen	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nennen	ne'nen	nenen	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nett	net	net	ADJ.Pos.Pred
nett	net	net	ADV
nette	ne'te	net	ADJ.Pos.Pl.Acc.Ind
Nich	nix	nix	ADV.Neg
nich'	nix	nix	ADV.Neg
Nicht	nixt	nix	ADV.Neg.hd
nie	nI	nI	ADV.Neg
nieg'	nIg'	nIg	ADJ.Pos.Fem.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nieg'	nIg'	nIg	ADJ.Pos.Fem.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nieg'	nIg'	nIg	ADJ.Pos.Masc.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nieg'	nIg'	nIg	ADJ.Pos.Neut.Acc.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nieg'	nIg'	nIg	ADJ.Pos.Neut.Nom.wk	0.91044776119403	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nieg'	nIg'	nIg	ADV	0.696517412935323	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Nieg's	nIgs	nIg	ADJ.Pos.Neut.Acc.Sg.Ind
Nieg's	nIgs	nIg/ADJ.Pos	NOUN.Neut.Acc.Sg
niege	nI'ge	nIg	ADJ.Pos.Masc.Nom.Sg.Def
Niegem	nI'gem	nIg	ADJ.Pos.Neut.Dat.Sg.Ind
Niegem	nI'gem	nIg/ADJ.Pos	NOUN.Neut.Dat.Sg
niegen	nI'gen	nIg	ADJ.Pos.Masc.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
niegen	nI'gen	nIg	ADJ.Pos.Pl.Acc.wk	0.961538461538462	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
niegen	nI'gen	nIg	ADJ.Pos.Pl.Nom.wk	0.961538461538462	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nielig	nI'lig	nIlix	ADJ.Pos.Fem.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nielig	nI'lig	nIlix	ADJ.Pos.Fem.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nielig	nI'lig	nIlix	ADJ.Pos.Masc.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nielig	nI'lig	nIlix	ADJ.Pos.Neut.Acc.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nielig	nI'lig	nIlix	ADJ.Pos.Neut.Nom.wk	0.91044776119403	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nielig	nI'lig	nIlix	ADJ.Pos.Pl.Acc.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nielig	nI'lig	nIlix	ADJ.Pos.Pl.Nom.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nielig	nI'lig	nIlix	ADV	0.696517412935323	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nienich	nI'nix	nInix	ADV	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Niestadt	nI'stat	nI/ADJ.Pos+stad/NOUN.Fem	PROPN.Top.Fem.Dat.Sg
Nimm	nim	nÄmen	VERB.2.Sg.Imp	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Nimmt	nimt	nÄmen	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Nimmt	nimt	nÄmen	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nimmt	nimt	nÄmen	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nimmt	nimt	nÄmen	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nn	n	DET	DET.Ind.Acc.Sg.Fem	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Noa	nå	nå	ADP
Noah	nå	nå	ADP	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
noah	nå	nå	ADP	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Noah'm	nå'm	nå	ADP DET.Def.Masc.Dat.Sg.clit
noahm	nåmen	nÄmen	VERB.PPast.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Noahmiddags	nå'mi'dags	nå/ADP+mid/ADP+dag/NOUN.Masc-s	ADV
noahtoreden	nå'tO'rE'den	nå+rEden	VERB.Inf_to	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Noch	nox	nox	ADV	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
noch	nox	nox	ADV	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nochmoal	nox'mål	nox/ADV-mål	ADV
nöd'gen	nÖd'gen	nÖdgen	VERB.Inf
nöd'gen	nÖd'gen	nÖdig	ADJ.Pos.Pl.Acc.Def
nödig	nÖ'dig	nÖdig	ADJ.Pos.Fem.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nödig	nÖ'dig	nÖdig	ADJ.Pos.Fem.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nödig	nÖ'dig	nÖdig	ADJ.Pos.Masc.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nödig	nÖ'dig	nÖdig	ADJ.Pos.Neut.Acc.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nödig	nÖ'dig	nÖdig	ADJ.Pos.Neut.Nom.wk	0.91044776119403	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nödig	nÖ'dig	nÖdig	ADJ.Pos.Pl.Acc.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nödig	nÖ'dig	nÖdig	ADJ.Pos.Pl.Nom.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nödig	nÖ'dig	nÖdig	ADV	0.696517412935323	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nödigt	nÖ'digt	nÖdigen	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nödigt	nÖ'digt	nÖdigen	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nödigt	nÖ'digt	nÖdigen	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nödigt	nÖ'digt	nÖdigen	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nödigt	nÖ'digt	nÖdigen	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nöhmt	nœmt	nœmen	VERB.PPast.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
noog	nOg	nOg	ADV
Nu	nU	nU	ADV
nüdlich	nüd'lix	nÜdlix	ADJ.Pos.Fem.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nüdlich	nüd'lix	nÜdlix	ADJ.Pos.Fem.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nüdlich	nüd'lix	nÜdlix	ADJ.Pos.Masc.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nüdlich	nüd'lix	nÜdlix	ADJ.Pos.Neut.Acc.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nüdlich	nüd'lix	nÜdlix	ADJ.Pos.Neut.Nom.wk	0.91044776119403	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nüdlich	nüd'lix	nÜdlix	ADJ.Pos.Pl.Acc.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nüdlich	nüd'lix	nÜdlix	ADJ.Pos.Pl.Nom.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
nüdlich	nüd'lix	nÜdlix	ADV	0.696517412935323	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Null	nul	nul	NUM	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Nüscht	nüSt	niSt	ADV.Neg
nusselt	nu'selt	nuseln	VERB.3.Sg.Ind.Prs
oa	å	å	INTJ
öabel	œ'bel	œvel	ADJ.Pos.Pred
Oabend's	å'bends	åvend/NOUN.Masc-s	ADV
Oabendbrod	å'bend'brOd	åvend/NOUN.Masc+brOd	NOUN.Neut.Dat.Sg
öaber	œ'ber	œver	ADV
öaber	œ'ber	œver	ADP
öaber	œ'ber	œver	PART
öaberdacht	œ'ber'daxt	œver+denken	VERB.PPast.wk
öaberdroagen	œ'ber'drå'gen	œver+drågen	VERB.Inf
öabergoahn	œ'ber'gån	œver+gån	VERB.Inf
öaberhand	œ'ber'hand	œver/ADP+hand/NOUN.Fem	ADV
öaberleggen	œ'ber'le'gen	œver+legen	VERB.Inf
öaberrenn	œ'be'ren	œver/ADP+hen?	ADV
öaberschloagen	œ'ver'Slå'gen	œver/ADV+Slågen	VERB.Inf
öaberstoahn	œ'ber'stån	œver+stån	VERB.Inf
öaberwinn'n	œ'ber'win'	œver+winen	VERB.Inf
öaberwunnen	œ'ber'wu'nen	œver+winen	VERB.PPast.st
öabrig	œ'brig	œver/ADV-ig	ADV
Oadam	å'dam	ådam	PROPN.Masc.Dat.Sg
Oadam	å'dam	ådam	PROPN.Masc.Nom.Sg
Oahendbrod	å'bend'brOd	åvend/NOUN.Masc+brOd	NOUN.Neut.Acc.Sg.ocr
oahn	ån	ån	ADP
oahn	ån	ån	SCONJ
oapenboar	å'pen'bår	åpenbår	ADV
oapenboar'n	å'pen'bårn	åpenbår/ADV-en	VERB.Inf
oartlich	årt'lix	årt/NOUN.Fem-lix	ADV
oartlich	år'tlix	årt/NOUN.Fem-lix	ADJ.Pos.Pred
öberläw	œ'ber'lÄv	œver+lÄven	VERB.1.Sg.Ind.Prs
Oeabermooth	œ'ber'mOt	œver/ADP+mOt	NOUN.Masc.Acc.Sg
Oeabrigt	œ'brigt	œver/ADV-ig	ADJ.Pos.Neut.Acc.Sg.Def
Oeabrigt	œ'brigt	œver/ADV-ig/ADJ.Pos	NOUN.Neut.Acc.Sg
Oesterreich	œs'te'reix	œstereix	PROPN.Top.Neut.Dat.Sg
Of	of	of	SCONJ
Ofgliek	of'glIk	of/SCONJ+glIk/ADV	SCONJ
Oft	oft	oft	ADV
öfters	öf'ters	oft/ADJ.Cpv-s	ADV
Ogen	O'gen	Og	NOUN.Neut.Pl_en.Nom
Ogen	O'gen	Og	NOUN.Neut.Pl_en.Acc
Ohr	Or	Or	NOUN.Neut.Nom.Sg
Ohr	Or	Or	NOUN.Neut.Acc.Sg
Ohren	O'ren	Or	NOUN.Neut.Pl_en.Nom
Ohrring'	Or'ring	Or/NOUN.Neut+ring	NOUN.Masc.Pl_'.Acc
Oll	ol	old	ADJ.Pos.Masc.Nom.Sg.Ind
Oll	ol	old	ADJ.Pos.Fem.Nom.Sg.Def
Oll	ol	old	ADJ.Pos.Masc.Dat.Sg.Ind
Oll	ol	old	ADJ.Pos.Masc.Acc.Sg.Ind
Oll	ol	old	ADJ.Pos.Masc.Nom.Sg.Def
Oll	ol	old	ADJ.Pos.Neut.Dat.Sg.Ind
Oll	ol	old	ADJ.Pos.Fem.Nom.Sg.Ind
Oll	ol	old	ADJ.Pos.Fem.Acc.Sg.Ind
Oll	ol	old	ADJ.Pos.Fem.Acc.Sg.Ind
oll'	ol	old	ADJ.Pos.Fem.Acc.Sg.Def
Oll'n	o'len	old	ADJ.Pos.Masc.Dat.Sg.Def
Oll'n	o'len	old	ADJ.Pos.Masc.Acc.Sg.Ind
Oll'n	o'len	old	ADJ.Pos.Pl.Nom.Ind
Oll'n	o'len	old	ADJ.Pos.Pl.Nom.Def
Oll'n	o'len	old	ADJ.Pos.Pl.Acc.Def
Oll'n	o'len	old/ADJ.Pos	NOUN.Masc.Acc.Sg
Oll'n	o'len	old/ADJ.Pos	NOUN.Masc.Dat.Sg
Oll'n	o'len	old/ADJ.Pos	NOUN.Pl.Nom
Oll'n	o'len	old/ADJ.Pos	NOUN.Pl.Nom
olle	o'le	old	ADJ.Pos.Masc.Nom.Sg.Def
olle	o'le	old	ADJ.Pos.Fem.Nom.Sg.Ind
olle	o'le	old	ADJ.Pos.Fem.Nom.Sg.Ind
olle	o'le	old	ADJ.Pos.Fem.Nom.Sg.Ind
Ollen	o'len	old	ADJ.Pos.Pl.Nom.Def
Ollen	o'len	old	ADJ.Pos.Masc.Acc.Sg.Ind
Ollen	o'len	old	ADJ.Pos.Masc.Acc.Sg.Def
Ollen	o'len	old	ADJ.Pos.Masc.Dat.Sg.Def
Ollen	o'len	old	ADJ.Pos.Pl.Dat.Ind
Ollen	o'len	old	ADJ.Pos.Pl.Acc.Def
Ollen	o'len	old	ADJ.Pos.Masc.Nom.Sg.Ind
Ollen	o'len	old	ADJ.Pos.Pl.Dat.Def
Ollen	o'len	old	ADJ.Pos.Pl.Acc.Def
Ollen	o'len	old	ADJ.Pos.Masc.Acc.Sg.Ind
Ollen	o'len	old	ADJ.Pos.Pl.Dat.Ind
Ollen	o'len	old/ADJ.Pos	NOUN.Masc.Acc.Sg
Ollen	o'len	old/ADJ.Pos	NOUN.Pl.Dat
Ollen	o'len	old/ADJ.Pos	NOUN.Masc.Dat.Sg
Ollen	o'len	old/ADJ.Pos	NOUN.Pl.Acc
Ollen	o'len	old/ADJ.Pos	NOUN.Masc.Acc.Sg
Ollen	o'len	old/ADJ.Pos	NOUN.Masc.Dat.Sg
Ollen	o'len	old/ADJ.Pos	NOUN.Masc.Dat.Sg
öller	Ö'ler	ol	ADJ.Cpv.Fem.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
öller	Ö'ler	ol	ADJ.Cpv.Fem.Nom	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
öller	Ö'ler	ol	ADJ.Cpv.Masc.Nom	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
öller	Ö'ler	ol	ADJ.Cpv.Neut.Acc.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
öller	Ö'ler	ol	ADJ.Cpv.Neut.Nom.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
öller	Ö'ler	ol	ADJ.Cpv.Pl.Acc.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
öller	Ö'ler	ol	ADJ.Cpv.Pl.Nom.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
öller	Ö'ler	ol	ADJ.Pos.Masc.Nom	0.904761904761905	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
öllst	ölst	old	ADJ.Spv.Masc.Nom.Sg.Def
öllste	öls'te	old	ADJ.Spv.Fem.Nom.Sg.Def
Olt	olt	old/ADJ.Pos	NOUN.Neut.Nom.Sg
om	em	hE	PROPN.3.Sg.Masc.Acc.Sg.ocr
Oog	Og	Og	NOUN.Neut.Acc.Sg
Oogen	O'gen	Og	NOUN.Neut.Pl_en.Nom
Oogen	O'gen	Og	NOUN.Neut.Pl_en.Acc
Oogen	O'gen	Og	NOUN.Neut.Pl_en.Dat
Ook	Ok	Ok	ADV
ook-wat	Ok wat	Ok wat	ADV PRON.Ind.Neut.Acc.Sg
ord'ntlich	ord'ntlix	ordentlix	ADJ.Pos.Fem.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
ord'ntlich	ord'ntlix	ordentlix	ADJ.Pos.Fem.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
ord'ntlich	ord'ntlix	ordentlix	ADJ.Pos.Masc.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
ord'ntlich	ord'ntlix	ordentlix	ADJ.Pos.Neut.Acc.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
ord'ntlich	ord'ntlix	ordentlix	ADJ.Pos.Neut.Nom.wk	0.91044776119403	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
ord'ntlich	ord'ntlix	ordentlix	ADJ.Pos.Pl.Acc.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
ord'ntlich	ord'ntlix	ordentlix	ADJ.Pos.Pl.Nom.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
ord'ntlich	ord'ntlix	ordentlix	ADV	0.696517412935323	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
ordentlich	or'dent'lix	ordentlix	ADV
Ordnung	ord'nung	ordnung	NOUN.Fem.Acc.Sg
Ordnung	ord'nung	ordnung	NOUN.Fem.Acc.Sg
Ornanz	or'nants	or(do)nants	NOUN.Fem.Nom.Sg
ornäre	or'nÄ're	or(di)nÄr	ADJ.Pos.Fem.Dat.Sg.Ind
Ornung	or'nung	ordnung	NOUN.Fem.Dat.Sg
Ornung	or'nung	ordnung	NOUN.Fem.Dat.Sg
ossig	o'sig	os/NOUN.Masc-ig	ADV
packst	pakst	paken	VERB.2.Sg.Ind.Prs
Packt	pakt	paken	VERB.3.Sg.Ind.Prs
Packt	pakt	paken	VERB.3.Sg.Ind.Prt.wk
Packt	pakt	paken	VERB.PPast.wk
packten	pak'ten	paken	VERB._.Pl.Ind.Prt.wk
pähst	pÄst	pÄsen	VERB.2.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Pandbreef	pand'brEf	pand/NOUN.Neut+brEv	NOUN.Masc.Pl?.Acc
Paß	pas	pas	ADV
Pass't	past	pasen	VERB.2.Pl.Imp
passen	pa'sen	pasen	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
passen	pa'sen	pasen	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Paßt	past	pasen	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Paßt	past	pasen	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Paßt	past	pasen	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
paßt	past	pasen	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
paßt	past	pasen	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
paßt	past	pasen	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
paßt'	past'	pasen	VERB.1.Sg.Ind.Prt.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
paßt'	past'	pasen	VERB.3.Sg.Ind.Prt.wk.wk	0.979838709677419	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
paßten	pas'ten	pasen	VERB._.Pl.Ind.Prt.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
pathetisch	pa'tE'tiS	patEtiS	ADV.hd
Pauken	pau'ken	pauk	NOUN.Fem.Pl.Dat
paukt	paukt	pauken	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
paukt	paukt	pauken	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
paukt	paukt	pauken	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
paukt	paukt	pauken	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
paukt	paukt	pauken	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
